Rank Number,Protein Name,C1,C2,C3,c,MAX,SUM
1617,>tr|G2W9U2|G2W9U2_YEASK K7_Snf5p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SNF5 PE=4 SV=1,NaN,2,NaN,0,2,2
1618,>tr|G2WAS4|G2WAS4_YEASK K7_Ngg1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_NGG1 PE=4 SV=1,NaN,2,NaN,0,2,2
1619,>tr|G2WB66|G2WB66_YEASK K7_Ysp2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_YSP2 PE=4 SV=1,NaN,2,NaN,0,2,2
1620,>tr|G2WBH5|G2WBH5_YEASK K7_Ssn2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SSN2 PE=4 SV=1,2,NaN,NaN,0,2,2
1621,>tr|G2WBI7|G2WBI7_YEASK K7_Tom1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_TOM1 PE=4 SV=1,2,NaN,NaN,0,2,2
1622,>tr|G2WD26|G2WD26_YEASK K7_Yer139cp OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_YER139C PE=4 SV=1,NaN,2,NaN,0,2,2
1623,>tr|G2WFE7|G2WFE7_YEASK Glutamine-dependent NAD(+) synthetase OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_QNS1 PE=3 SV=1,NaN,NaN,2,0,2,2
1624,>tr|G2WG21|G2WG21_YEASK K7_Asg1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_ASG1 PE=4 SV=1,NaN,2,NaN,0,2,2
1625,>tr|G2WHZ2|G2WHZ2_YEASK K7_Ptm1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_PTM1 PE=4 SV=1,NaN,NaN,2,0,2,2
1626,>tr|G2WI40|G2WI40_YEASK K7_Rsc4p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_RSC4 PE=4 SV=1,NaN,2,NaN,0,2,2
1627,>tr|G2WK54|G2WK54_YEASK K7_Ymr002wp OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_YMR002W PE=4 SV=1,NaN,2,NaN,0,2,2
1628,>tr|G2WKM3|G2WKM3_YEASK K7_Ald2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_ALD2 PE=3 SV=1,2,NaN,NaN,0,2,2
1629,>tr|G2WLJ9|G2WLJ9_YEASK K7_Pik1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_PIK1 PE=3 SV=1,NaN,NaN,2,0,2,2
1630,>tr|G2WMN8|G2WMN8_YEASK K7_Slg1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SLG1 PE=4 SV=1,NaN,NaN,2,0,2,2
1631,>tr|G2WNF6|G2WNF6_YEASK K7_Snf2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SNF2 PE=4 SV=1,NaN,2,NaN,0,2,2
1632,>tr|G2WNN3|G2WNN3_YEASK K7_Nud1bp (Fragment) OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_NUD1b PE=4 SV=1,NaN,2,NaN,0,2,2
1633,>tr|G2WPI7|G2WPI7_YEASK K7_Haa1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_HAA1 PE=4 SV=1,2,NaN,NaN,0,2,2
1634,>tr|G2WQ00|G2WQ00_YEASK K7_Ski3p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SKI3 PE=4 SV=1,NaN,NaN,2,0,2,2
1635,>tr|N1NWL8|N1NWL8_YEASC Nis1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_2601 PE=4 SV=1,NaN,2,NaN,0,2,2
1636,>tr|N1NZ30|N1NZ30_YEASC Mht1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_428 PE=4 SV=1,NaN,NaN,2,0,2,2
1637,>tr|N1P3R8|N1P3R8_YEASC Hap2p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_2979 PE=4 SV=1,NaN,2,NaN,0,2,2
1638,>tr|N1P6H2|N1P6H2_YEASC Mak21p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_3879 PE=4 SV=1,NaN,2,NaN,0,2,2
1639,>tr|N1PA40|N1PA40_YEASC Gip2p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_3458 PE=4 SV=1,NaN,2,NaN,0,2,2
1640,>sp|P09201|F16P_YEAST Fructose-1-6-bisphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FBP1 PE=1 SV=2,1,1,1,0,1,3
1641,>sp|P09734|TBA3_YEAST Tubulin alpha-3 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUB3 PE=1 SV=1,1,1,1,0,1,3
1642,>sp|P0CX23|RL20A_YEAST 60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL20A PE=1 SV=1,1,1,1,0,1,3
1643,>sp|P32895|KPR1_YEAST Ribose-phosphate pyrophosphokinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS1 PE=1 SV=1,1,1,1,0,1,3
1644,>sp|P46956|PHO86_YEAST Inorganic phosphate transporter PHO86 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO86 PE=1 SV=1,1,1,1,0,1,3
1645,>sp|P48567|PUS4_YEAST tRNA pseudouridine synthase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUS4 PE=1 SV=1,1,1,1,0,1,3
1646,>sp|Q06493|YLH47_YEAST LETM1 domain-containing protein YLH47- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLH47 PE=1 SV=1,1,1,1,0,1,3
1647,>sp|Q8J0M4|YCB2_YEAST UPF0357 protein YCL012C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCL012C PE=1 SV=2,1,1,1,0,1,3
1648,>sp|A6ZM32|RCF1_YEAS7 Respiratory supercomplex factor 1- mitochondrial OS=Saccharomyces cerevisiae (strain YJM789) GN=RCF1 PE=3 SV=1,1,1,NaN,0,1,2
1649,>sp|O14468|YO304_YEAST Uncharacterized protein YOR304C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR304C-A PE=1 SV=1,1,1,NaN,0,1,2
1650,>sp|P20484|MAK11_YEAST Protein MAK11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAK11 PE=1 SV=2,NaN,1,1,0,1,2
1651,>sp|P23503|NAR1_YEAST Cytosolic Fe-S cluster assembly factor NAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAR1 PE=1 SV=2,1,1,NaN,0,1,2
1652,>sp|P25299|RNA15_YEAST mRNA 3'-end-processing protein RNA15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNA15 PE=1 SV=1,1,NaN,1,0,1,2
1653,>sp|P25342|CDC10_YEAST Cell division control protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC10 PE=1 SV=1,1,NaN,1,0,1,2
1654,>sp|P32561|RPD3_YEAST Histone deacetylase RPD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPD3 PE=1 SV=1,NaN,1,1,0,1,2
1655,>sp|P32774|T2AG_YEAST Transcription initiation factor IIA subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOA2 PE=1 SV=1,1,1,NaN,0,1,2
1656,>sp|P35725|YKG3_YEAST Uncharacterized protein YKL063C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL063C PE=1 SV=1,1,NaN,1,0,1,2
1657,>sp|P36027|MID2_YEAST Cell wall integrity sensor MID2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MID2 PE=1 SV=1,1,1,NaN,0,1,2
1658,>sp|P36116|VPS51_YEAST Vacuolar protein sorting-associated protein 51 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS51 PE=1 SV=1,1,NaN,1,0,1,2
1659,>sp|P38109|YBY9_YEAST Putative serine carboxypeptidase YBR139W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR139W PE=1 SV=1,NaN,1,1,0,1,2
1660,>sp|P39103|COX14_YEAST Cytochrome c oxidase assembly protein COX14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX14 PE=1 SV=1,1,NaN,1,0,1,2
1661,>sp|P40024|ARB1_YEAST ABC transporter ATP-binding protein ARB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARB1 PE=1 SV=1,1,1,NaN,0,1,2
1662,>sp|P40202|CCS1_YEAST Superoxide dismutase 1 copper chaperone OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCS1 PE=1 SV=1,1,NaN,1,0,1,2
1663,>sp|P40312|CYB5_YEAST Cytochrome b5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYB5 PE=1 SV=2,NaN,1,1,0,1,2
1664,>sp|P47044|YJF5_YEAST LOG family protein YJL055W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL055W PE=1 SV=1,1,NaN,1,0,1,2
1665,>sp|P47093|LSM8_YEAST U6 snRNA-associated Sm-like protein LSm8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM8 PE=1 SV=2,NaN,1,1,0,1,2
1666,>sp|P48363|PFD3_YEAST Prefoldin subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAC10 PE=1 SV=1,1,1,NaN,0,1,2
1667,>sp|P49435|APT1_YEAST Adenine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APT1 PE=1 SV=3,1,1,NaN,0,1,2
1668,>sp|P53734|DBP6_YEAST ATP-dependent RNA helicase DBP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP6 PE=1 SV=1,1,NaN,1,0,1,2
1669,>sp|Q04307|RPC10_YEAST DNA-directed RNA polymerase III subunit RPC10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC11 PE=1 SV=1,1,1,NaN,0,1,2
1670,>sp|Q07897|CMS1_YEAST Protein CMS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMS1 PE=1 SV=1,1,NaN,1,0,1,2
1671,>sp|Q12250|RPN5_YEAST 26S proteasome regulatory subunit RPN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN5 PE=1 SV=3,1,NaN,1,0,1,2
1672,>tr|D2J4C2|D2J4C2_YEASX Heat shock protein 70 (Fragment) OS=Saccharomyces cerevisiae PE=2 SV=1,1,1,NaN,0,1,2
1673,>tr|E7NKI0|E7NKI0_YEASO Psr1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_3038 PE=4 SV=1,1,NaN,1,0,1,2
1674,>tr|E7Q7L1|E7Q7L1_YEASB Rad33p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_3545 PE=4 SV=2,1,1,NaN,0,1,2
1675,>tr|G2W9W8|G2W9W8_YEASK KRR1 small subunit processome component OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_KRR1 PE=3 SV=1,1,NaN,1,0,1,2
1676,>tr|G2W9Y3|G2W9Y3_YEASK K7_Pdi1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_PDI1 PE=4 SV=1,NaN,1,1,0,1,2
1677,>tr|I6QHZ1|I6QHZ1_YEASX Ubiquitin protease cofactor (Fragment) OS=Saccharomyces cerevisiae GN=BRE5 PE=4 SV=1,1,1,NaN,0,1,2
1678,>tr|N1P1C3|N1P1C3_YEASC Rix1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_5349 PE=4 SV=1,1,NaN,1,0,1,2
1679,>sp|A6ZRW3|TOM70_YEAS7 Mitochondrial import receptor subunit TOM70 OS=Saccharomyces cerevisiae (strain YJM789) GN=TOM70 PE=3 SV=1,NaN,NaN,1,0,1,1
1680,>sp|A6ZRW8|YNL5_YEAS7 Uncharacterized vacuolar membrane protein SCY_4679 OS=Saccharomyces cerevisiae (strain YJM789) GN=SCY_4679 PE=3 SV=1,NaN,NaN,1,0,1,1
1681,>sp|A6ZSP9|LAG1_YEAS7 Sphingosine N-acyltransferase LAG1 OS=Saccharomyces cerevisiae (strain YJM789) GN=LAG1 PE=3 SV=1,1,NaN,NaN,0,1,1
1682,>sp|A6ZZH2|MCR1_YEAS7 NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain YJM789) GN=MCR1 PE=3 SV=1,NaN,NaN,1,0,1,1
1683,>sp|A6ZZS6|PTM1_YEAS7 Membrane protein PTM1 OS=Saccharomyces cerevisiae (strain YJM789) GN=PTM1 PE=3 SV=1,NaN,1,NaN,0,1,1
1684,>sp|B3LR01|MBR1_YEAS1 Mitochondrial biogenesis regulation protein 1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=MBR1 PE=3 SV=1,1,NaN,NaN,0,1,1
1685,>sp|C7GXT0|MTNA_YEAS2 Methylthioribose-1-phosphate isomerase OS=Saccharomyces cerevisiae (strain JAY291) GN=MRI1 PE=3 SV=1,NaN,NaN,1,0,1,1
1686,>sp|C8Z9U3|CRP1_YEAS8 Cruciform DNA-recognizing protein 1 OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=CRP1 PE=3 SV=1,NaN,NaN,1,0,1,1
1687,>sp|C8ZCJ2|SA190_YEAS8 SIT4-associating protein SAP190 OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=SAP190 PE=3 SV=1,NaN,NaN,1,0,1,1
1688,>sp|E7QDX3|TDA2_YEASZ Topoisomerase I damage affected protein 2 OS=Saccharomyces cerevisiae (strain Zymaflore VL3) GN=TDA2 PE=3 SV=1,NaN,1,NaN,0,1,1
1689,>sp|O13516|RS9A_YEAST 40S ribosomal protein S9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS9A PE=1 SV=3,NaN,NaN,1,0,1,1
1690,>sp|P00410|COX2_YEAST Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX2 PE=1 SV=1,NaN,1,NaN,0,1,1
1691,>sp|P00447|SODM_YEAST Superoxide dismutase [Mn]- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD2 PE=1 SV=1,1,NaN,NaN,0,1,1
1692,>sp|P01097|ATIF_YEAST ATPase inhibitor- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INH1 PE=1 SV=2,NaN,1,NaN,0,1,1
1693,>sp|P01123|YPT1_YEAST GTP-binding protein YPT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT1 PE=1 SV=2,NaN,NaN,1,0,1,1
1694,>sp|P04046|PUR1_YEAST Amidophosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE4 PE=1 SV=2,1,NaN,NaN,0,1,1
1695,>sp|P04786|TOP1_YEAST DNA topoisomerase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOP1 PE=1 SV=2,1,NaN,NaN,0,1,1
1696,>sp|P05150|OTC_YEAST Ornithine carbamoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARG3 PE=1 SV=1,NaN,NaN,1,0,1,1
1697,>sp|P06245|KAPB_YEAST cAMP-dependent protein kinase type 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPK2 PE=1 SV=2,1,NaN,NaN,0,1,1
1698,>sp|P06780|RHO1_YEAST GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO1 PE=1 SV=3,1,NaN,NaN,0,1,1
1699,>sp|P07834|CDC4_YEAST Cell division control protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC4 PE=1 SV=2,NaN,1,NaN,0,1,1
1700,>sp|P0C2H7|RL27B_YEAST 60S ribosomal protein L27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL27B PE=1 SV=1,1,NaN,NaN,0,1,1
1701,>sp|P10664|RL4A_YEAST 60S ribosomal protein L4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL4A PE=1 SV=4,NaN,NaN,1,0,1,1
1702,>sp|P11792|SCH9_YEAST Serine/threonine-protein kinase SCH9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCH9 PE=1 SV=3,NaN,1,NaN,0,1,1
1703,>sp|P12904|AAKG_YEAST 5'-AMP-activated protein kinase subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNF4 PE=1 SV=1,NaN,NaN,1,0,1,1
1704,>sp|P13185|KIN1_YEAST Serine/threonine protein kinase KIN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KIN1 PE=1 SV=3,NaN,1,NaN,0,1,1
1705,>sp|P13298|PYRE_YEAST Orotate phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA5 PE=1 SV=2,1,NaN,NaN,0,1,1
1706,>sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GFA1 PE=1 SV=4,NaN,NaN,1,0,1,1
1707,>sp|P16451|ODPX_YEAST Pyruvate dehydrogenase complex protein X component- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDX1 PE=1 SV=1,1,NaN,NaN,0,1,1
1708,>sp|P16649|TUP1_YEAST General transcriptional corepressor TUP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TUP1 PE=1 SV=2,NaN,1,NaN,0,1,1
1709,>sp|P20133|PGTB2_YEAST Geranylgeranyl transferase type-2 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BET2 PE=1 SV=3,1,NaN,NaN,0,1,1
1710,>sp|P20434|RPAB1_YEAST DNA-directed RNA polymerases I- II- and III subunit RPABC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB5 PE=1 SV=1,1,NaN,NaN,0,1,1
1711,>sp|P21657|DAL81_YEAST Transcriptional activator protein DAL81 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAL81 PE=1 SV=3,NaN,1,NaN,0,1,1
1712,>sp|P22213|SLY1_YEAST Protein SLY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLY1 PE=1 SV=1,1,NaN,NaN,0,1,1
1713,>sp|P22336|RFA1_YEAST Replication factor A protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA1 PE=1 SV=1,NaN,1,NaN,0,1,1
1714,>sp|P23180|AIM17_YEAST Probable oxidoreductase AIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM17 PE=1 SV=2,1,NaN,NaN,0,1,1
1715,>sp|P23638|PSA3_YEAST Proteasome subunit alpha type-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE9 PE=1 SV=1,NaN,1,NaN,0,1,1
1716,>sp|P25638|TAH1_YEAST TPR repeat-containing protein associated with Hsp90 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAH1 PE=1 SV=1,1,NaN,NaN,0,1,1
1717,>sp|P27344|DPB3_YEAST DNA polymerase epsilon subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPB3 PE=1 SV=2,1,NaN,NaN,0,1,1
1718,>sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA1 PE=1 SV=1,1,NaN,NaN,0,1,1
1719,>sp|P28495|CAPZA_YEAST F-actin-capping protein subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAP1 PE=1 SV=1,NaN,1,NaN,0,1,1
1720,>sp|P29547|EF1G1_YEAST Elongation factor 1-gamma 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAM1 PE=1 SV=2,NaN,NaN,1,0,1,1
1721,>sp|P32263|P5CR_YEAST Pyrroline-5-carboxylate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRO3 PE=1 SV=1,NaN,1,NaN,0,1,1
1722,>sp|P32351|IMPX_YEAST Sugar utilization regulatory protein IMP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMP2' PE=1 SV=2,1,NaN,NaN,0,1,1
1723,>sp|P32381|ARP2_YEAST Actin-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP2 PE=1 SV=1,1,NaN,NaN,0,1,1
1724,>sp|P32419|MDHP_YEAST Malate dehydrogenase- peroxisomal OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDH3 PE=1 SV=3,1,NaN,NaN,0,1,1
1725,>sp|P32501|EI2BE_YEAST Translation initiation factor eIF-2B subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD6 PE=1 SV=1,NaN,NaN,1,0,1,1
1726,>sp|P32909|SMY2_YEAST Protein SMY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMY2 PE=1 SV=2,NaN,NaN,1,0,1,1
1727,>sp|P32913|VPS17_YEAST Vacuolar protein sorting-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS17 PE=1 SV=2,1,NaN,NaN,0,1,1
1728,>sp|P33298|PRS6B_YEAST 26S protease regulatory subunit 6B homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT3 PE=1 SV=2,NaN,1,NaN,0,1,1
1729,>sp|P33339|TFC4_YEAST Transcription factor tau 131 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TFC4 PE=1 SV=1,NaN,NaN,1,0,1,1
1730,>sp|P33441|MFT1_YEAST THO complex subunit MFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MFT1 PE=1 SV=1,NaN,1,NaN,0,1,1
1731,>sp|P33748|MSN2_YEAST Zinc finger protein MSN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSN2 PE=1 SV=1,NaN,NaN,1,0,1,1
1732,>sp|P33750|DCA13_YEAST Protein SOF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOF1 PE=1 SV=1,NaN,NaN,1,0,1,1
1733,>sp|P36013|MAOM_YEAST NAD-dependent malic enzyme- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAE1 PE=1 SV=1,1,NaN,NaN,0,1,1
1734,>sp|P36060|MCR1_YEAST NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCR1 PE=1 SV=1,NaN,1,NaN,0,1,1
1735,>sp|P36421|SYYC_YEAST Tyrosine--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TYS1 PE=1 SV=3,NaN,1,NaN,0,1,1
1736,>sp|P38165|RTG3_YEAST Retrograde regulation protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTG3 PE=1 SV=2,1,NaN,NaN,0,1,1
1737,>sp|P38216|YBM6_YEAST Uncharacterized protein YBR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR016W PE=1 SV=1,NaN,1,NaN,0,1,1
1738,>sp|P38219|OLA1_YEAST Obg-like ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OLA1 PE=1 SV=1,NaN,NaN,1,0,1,1
1739,>sp|P38304|MED8_YEAST Mediator of RNA polymerase II transcription subunit 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MED8 PE=1 SV=3,NaN,NaN,1,0,1,1
1740,>sp|P38313|AME1_YEAST Central kinetochore subunit AME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AME1 PE=1 SV=1,1,NaN,NaN,0,1,1
1741,>sp|P38355|YB8B_YEAST Uncharacterized transporter YBR287W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR287W PE=1 SV=1,NaN,1,NaN,0,1,1
1742,>sp|P38624|PSB1_YEAST Proteasome subunit beta type-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE3 PE=1 SV=2,NaN,NaN,1,0,1,1
1743,>sp|P38630|RFC1_YEAST Replication factor C subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFC1 PE=1 SV=1,NaN,1,NaN,0,1,1
1744,>sp|P38701|RS20_YEAST 40S ribosomal protein S20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS20 PE=1 SV=3,1,NaN,NaN,0,1,1
1745,>sp|P38710|INM1_YEAST Inositol monophosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INM1 PE=1 SV=1,1,NaN,NaN,0,1,1
1746,>sp|P38772|BCD1_YEAST Box C/D snoRNA protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCD1 PE=1 SV=1,NaN,NaN,1,0,1,1
1747,>sp|P38779|CIC1_YEAST Proteasome-interacting protein CIC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIC1 PE=1 SV=1,NaN,1,NaN,0,1,1
1748,>sp|P38805|RPF1_YEAST Ribosome production factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPF1 PE=1 SV=1,1,NaN,NaN,0,1,1
1749,>sp|P38824|COX23_YEAST Cytochrome c oxidase-assembly factor COX23- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX23 PE=1 SV=1,NaN,NaN,1,0,1,1
1750,>sp|P38903|2A5D_YEAST Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTS1 PE=1 SV=2,1,NaN,NaN,0,1,1
1751,>sp|P38922|HRB1_YEAST Protein HRB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRB1 PE=1 SV=2,NaN,1,NaN,0,1,1
1752,>sp|P38958|PT100_YEAST Protein PET100- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PET100 PE=1 SV=1,NaN,NaN,1,0,1,1
