,Accession Number,Particle Size,Particle Charge,Solvent Conditions,Average Predicted Value,True Value,% Error Difference,Min,Max,Standard Deviation
2612,Q12443,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0005386152574243382,0.000362,0.4878874514484481,0.0004876873702857174,0.0005985067216984101,3.9517015715965457e-05
2613,P36006,10 nm,Positive,10 mM NaPi pH 7.4,5.0931943646938934e-05,3.03e-05,0.6809222325722419,4.425393379047637e-05,5.961059193333358e-05,5.891204129515763e-06
2614,P07281,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0076650806976738765,0.00668,0.14746717031046053,0.00705156043365074,0.008305069427619138,0.0004886450736699686
2615,Q08581,10 nm,Negative,10 mM NaPi pH 7.4,0.00018959979106548573,1.56e-05,11.15383276060806,0.00015228544979047586,0.0002327211656666655,2.3194725469197863e-05
2616,P53044,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0005989399783082898,3.21e-05,17.658566302438935,0.0005650629712063489,0.0006430140886349213,2.649388093472437e-05
2617,P38836,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00036663975507928077,0.000733,0.49980933822744783,0.00032013375992381106,0.0003898720472380929,2.438952760066402e-05
2618,P19880,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,9.2958789301588e-05,1.78e-05,4.22240389334764,7.759731850793698e-05,0.00012259558761904888,1.8334787163482167e-05
2619,P43638,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,1.8485471584762007e-05,1.75e-05,0.056312661986400524,1.3200767000000105e-05,3.190084949523811e-05,5.43089063611309e-06
2620,Q2V2P2,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.001389884996092073,0.000525,1.6473999925563299,0.001000086194285723,0.0017777673595238078,0.00019466732691474586
2621,P38426,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,3.124137131510645e-05,1.1e-05,1.8401246650096774,2.351658397142858e-05,6.475823336190458e-05,1.0807810259817486e-05
2622,Q3E784,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001964577338699129,0.000429,3.579434355942025,0.001419930592190471,0.0025268242174285617,0.0003465628406152871
2623,P53120,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0006441451457408384,1.98e-05,31.53258311822416,0.00024800934452380964,0.0008682601054666644,0.00023015890281585972
2624,Q07527,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,8.096877438587289e-05,8.89e-06,8.107848637331033,4.5750105742857105e-05,0.0001406143162666668,3.0424972589598965e-05
2625,P19097,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0005297253845428577,2.25e-05,22.54335042412701,0.00036072863288571296,0.0006088584844952394,7.892611389622517e-05
2626,P05750,10 nm,Negative,10 mM NaPi pH 7.4,0.0014670782553277068,0.00641,0.771126637234367,0.0007147670732380994,0.0022343944453333433,0.0004988352662893178
2627,P00358,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.018713475743996105,0.0224,0.16457697571445962,0.017090217627047887,0.02021164898085713,0.0010481574411936826
2628,P17255,10 nm,Negative,10 mM NaPi pH 7.4,0.0006241699204724778,0.000771,0.19044108888135172,0.0005659936069206356,0.0006930974953333283,5.5195326068125885e-05
2629,P07806,100 nm,Negative,10 mM NaPi pH 7.4,0.00038285238565306275,0.000462,0.17131518256912825,0.00026460825780952384,0.0005623197431904807,0.00014406640148677917
2630,P23301,10 nm,Positive,10 mM NaPi pH 7.4,0.009322324357705192,0.00284,2.2825085766567574,0.008757722409523773,0.009909978711523826,0.0005251424769233564
2631,P14832,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00960785252152482,0.0141,0.3185920197500128,0.008609682869841286,0.01254399731142859,0.0010399792243041028
2632,P06105,10 nm,Negative,10 mM NaPi pH 7.4,5.522206362630376e-05,0.000156,0.646012412651899,3.9978918685714276e-05,6.612096771428544e-05,6.695923327318713e-06
2633,Q02642,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.002212724249464839,0.0022,0.005783749756744981,0.0015360214023809515,0.0026517947101904597,0.00037957582001993373
2634,P02400,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0047816896420923875,0.00467,0.023916411582952428,0.003905540388571467,0.005143864809206384,0.00038518704827449914
2635,P38720,10 nm,Negative,10 mM NaPi pH 7.4,0.0010939329009183594,0.002,0.4530335495408203,0.0009047887473809445,0.0013071597347618941,0.0001402813353119001
2636,Q03690,10 nm,Positive,10 mM NaPi pH 7.4,9.429262078058515e-05,4.14e-05,1.2775995357629266,6.375270031428601e-05,0.00011090684123809524,1.2915585636821817e-05
2637,Q03690,10 nm,Negative,10 mM NaPi pH 7.4,6.693820863003525e-05,0.000139,0.5184301537407536,5.738625417460329e-05,7.75231822190481e-05,7.533278750015513e-06
2638,P0CX51,100 nm,Negative,10 mM NaPi pH 7.4,0.005063935898893403,0.00767,0.33977367680659676,0.0043141946430476094,0.005392468039523782,0.00037452347643813556
2639,P38707,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0004356118804761908,0.000235,0.8536675764944289,0.00040245940003174745,0.00045741774590476086,1.829019222204425e-05
2640,P0CX53,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00470817960660951,0.00415,0.1345011100263879,0.004298635093333312,0.005046634321904734,0.00023106651409352354
2641,P36008,100 nm,Negative,10 mM NaPi pH 7.4,0.0014369094125132036,0.00204,0.29563264092490027,0.0013350255491428385,0.0015745384747618794,8.702922929623422e-05
2642,P15019,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0016138798290595143,0.00057,1.8313681211570427,0.0013066197807618937,0.0018525557543809586,0.00015681398703634245
2643,P15992,100 nm,Negative,10 mM NaPi pH 7.4,0.0032158317656468395,0.00227,0.4166659760558765,0.00256520590142858,0.0036123806219047695,0.0002878775578198741
2644,P17505,10 nm,Positive,10 mM NaPi pH 7.4,0.007135413409134196,0.000667,9.697771228087252,0.0026739303966666554,0.010738435051873002,0.0025192626168454245
2645,P16474,10 nm,Negative,10 mM NaPi pH 7.4,0.0004276138939431751,0.000839,0.4903290894598628,0.0003856835708571441,0.0004541147432380949,2.3300214491920702e-05
2646,P17967,10 nm,Positive,10 mM NaPi pH 7.4,0.0009081427321058187,0.000402,1.2590615226512902,0.0008620460043174571,0.0010022854922222208,5.056852746371118e-05
2647,P49090,100 nm,Negative,10 mM NaPi pH 7.4,0.0008223658984642786,0.000753,0.09211938707075513,0.0007767217628571399,0.0008655234950476084,3.23677269361615e-05
2648,P0CX41,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0012117120355541145,0.000625,0.9387392568865832,0.0011173697279047658,0.0013060543432034635,0.00013342017098328418
2649,P00830,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0006373664980169138,0.000117,4.447576906127469,0.00046503472539047823,0.0008163374650158733,0.0001595834693594941
2650,P37303,10 nm,Negative,10 mM NaPi pH 7.4,0.0023590311992463804,0.000656,2.5960841451926533,0.0014799159594762168,0.0030963879051746465,0.0005767042094269003
2651,P20081,100 nm,Negative,10 mM NaPi pH 7.4,0.003584137252115072,0.00187,0.9166509369599317,0.003217169780095242,0.004098270302857125,0.00032464740486479475
2652,P00445,100 nm,Negative,10 mM NaPi pH 7.4,0.005288459544507735,0.00192,1.7544060127644452,0.002536958323809521,0.006673158765714353,0.001091066582361145
2653,P07246,100 nm,Negative,10 mM NaPi pH 7.4,0.004066506790515833,0.000457,7.898264311850838,0.0010278729068571384,0.0062740272028571405,0.0018226037792431833
2654,P15454,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0012767580997481466,0.000458,1.7876814404981365,0.0008863520130158682,0.0017069852617142857,0.00021974953813622532
2655,Q02326,10 nm,Negative,10 mM NaPi pH 7.4,0.0031880180179226386,0.00332,0.03975360905944623,0.0030841302827619285,0.0034589407619047834,0.00013182313036231086
2656,P09064,10 nm,Positive,10 mM NaPi pH 7.4,0.0006168595556444465,0.000179,2.446142768963388,0.0005855906083492102,0.0006859256845714289,3.955343623509615e-05
2657,P16387,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005147981436832428,9.17e-05,4.61393831715641,0.0002571330531238071,0.001102220492920635,0.0002896404820874354
2658,P50095,100 nm,Negative,10 mM NaPi pH 7.4,0.0008867022480698342,0.00147,0.39680119178922846,0.0008598124976190405,0.0009231490359047554,3.145084099548692e-05
2659,P45978,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00038820102485396905,0.000339,0.14513576653088217,0.0002981775552380951,0.0004995146132380961,7.36105220237175e-05
2660,P17106,10 nm,Positive,10 mM NaPi pH 7.4,0.00037675623753708745,3.63e-05,9.378959711765493,0.0003332196120952404,0.00042273920877056626,3.334215472534842e-05
2661,P87262,10 nm,Negative,10 mM NaPi pH 7.4,0.0025773774620385425,0.00199,0.29516455378821227,0.0022760333657142816,0.003093108328761896,0.00031745619711001183
2662,P00447,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0027910443236896136,0.00632,0.5583790627073396,0.0017713189033015965,0.0035298212054286106,0.000557958401090813
2663,P36010,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0014446790816190582,0.00148,0.02386548539252821,0.001231701007714293,0.0018744955401270094,0.00020674178145307676
2664,P32835,100 nm,Negative,10 mM NaPi pH 7.4,0.0005477674428619028,0.000997,0.4505843100683022,0.00045092888580952064,0.0006444318186349211,8.202281650839324e-05
2665,P14922,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,4.2744115273544795e-05,6.18e-05,0.30834764929539166,2.7573795323809457e-05,6.795904050476156e-05,1.5188558972849521e-05
2666,P01120,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.000551614230203704,0.000111,3.9694975694027392,0.00039448553580952227,0.000788247122000007,0.0001514429865336131
2667,Q03559,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0012094796193605443,0.00166,0.27139781966232274,0.0011206759627936534,0.0012860497599047633,6.517155661418851e-05
2668,P07257,100 nm,Negative,10 mM NaPi pH 7.4,0.00032992587448888843,0.000254,0.2989207657042852,0.0002697427693333331,0.0003829622701904766,4.830585710850298e-05
2669,P40357,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00031562304326490393,0.000369,0.14465299928210323,0.00025090281204761974,0.00040068117904762016,5.4393398190302216e-05
2670,P32288,10 nm,Negative,10 mM NaPi pH 7.4,0.00044892204911135635,0.000411,0.09226775939502757,0.000385987583365081,0.0006055571516666678,5.598223412693753e-05
2671,P16467,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.000848971230564627,0.00072,0.1791267091175374,0.0005763670240317496,0.0010888198872698398,0.0002012251679157573
2672,P38427,10 nm,Positive,10 mM NaPi pH 7.4,0.00011539621160548258,1.25e-05,8.231696928438605,0.00010670373450793551,0.00012552323409523687,5.7697900969157975e-06
2673,P27614,10 nm,Negative,10 mM NaPi pH 7.4,0.0005162346513174608,4.43e-05,10.65315239994268,0.00037835218828571426,0.0006512767422857177,9.270455885030039e-05
2674,P27614,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0005001767301544011,0.000932,0.4633296886755353,0.00037502986895237943,0.0008471593941904759,0.00016844586906707428
2675,P52489,10 nm,Negative,10 mM NaPi pH 7.4,0.0005436097416897319,0.000378,0.4381210097611954,0.0004968983338095267,0.000754022627285716,7.232825795453775e-05
2676,P21734,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.000572699940182539,0.000111,4.159458920563415,0.00037733744971428366,0.0007543788419047633,0.00018782591006933955
2677,P32445,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0017568508796734694,0.00133,0.32094051103268373,0.001376240971047625,0.0019833348990476204,0.00018646905842105825
2678,P04449,100 nm,Negative,10 mM NaPi pH 7.4,0.0036703055203492043,0.00338,0.08588920720390653,0.0035092849990476112,0.0038452696711111195,0.00013297678981250244
2679,P53221,10 nm,Negative,10 mM NaPi pH 7.4,0.005974406295237317,0.00871,0.3140750522115595,0.005129268893333379,0.0072082564666667015,0.0004808937473420639
2680,P32468,10 nm,Negative,10 mM NaPi pH 7.4,0.0012936980900630382,0.000188,5.8813728194842465,0.0007724344268253963,0.0018474916078730142,0.0003791798367977498
2681,P39938,10 nm,Negative,10 mM NaPi pH 7.4,0.002884915285060814,0.00352,0.18042179401681424,0.0026308197447619123,0.0030736946423809584,0.00013864228437665682
2682,Q06449,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0016834720266961562,0.00301,0.44070696787503116,0.001460876717047636,0.002176847798412701,0.0002534548625639549
2683,P46654,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0032526833986613996,0.000239,12.609553969294558,0.0027470564350476185,0.00346359614095242,0.0002629956436544156
2684,P39003,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0004812410476916126,0.000205,1.3475173058127443,0.00042679390914285894,0.0005317284949523846,4.3240134375854505e-05
2685,P32895,100 nm,Negative,10 mM NaPi pH 7.4,0.00042170811579809395,4.82e-05,7.749131033155477,0.00039405687885714114,0.0004607194758095221,2.6562275319306274e-05
2686,Q07418,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00023248960790476063,3.49e-05,5.6615933497066075,0.000153480364857142,0.0003989909074126979,8.649697329773736e-05
2687,Q03390,10 nm,Positive,10 mM NaPi pH 7.4,0.001013803403838384,5.64e-05,16.975237656708934,0.0008322723551428594,0.001961487234619043,0.0003235942421321686
2688,P38345,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.001555106147639129,9.25e-05,15.811958352855449,0.0012755361793333347,0.0017600898161904703,0.0001748004644016553
2689,P19211,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.002841145512483046,0.00189,0.5032515939063734,0.0024375488989524003,0.0032304345902857768,0.00020063839395981464
2690,P32472,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001640638136670221,0.000363,3.519664288347716,0.0009038216216190522,0.003541637421523812,0.0007864970830430352
2691,P38112,10 nm,Positive,10 mM NaPi pH 7.4,6.705164930185197e-05,4.99e-05,0.343720426890821,5.6484401219047653e-05,7.452822391111132e-05,6.1627734857571085e-06
2692,Q08220,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00019254542942142856,2.49e-05,6.7327481695352835,0.0001627247707142849,0.00023225999457143068,3.09338801986272e-05
2693,Q02204,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0003621932326322769,9.71e-05,2.730105382412739,0.0002932640920952394,0.00047985559215873373,6.561936171409441e-05
2694,P12695,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0001145423824641337,2.51e-05,3.5634415324356055,9.383709514285829e-05,0.0001287378551428567,1.1909810259009078e-05
2695,P25619,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0006502686143712339,0.000216,2.010502844311268,0.00048013514488889176,0.0009723976680952333,0.00018115422161592797
2696,P23493,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0014774290323176405,0.000255,4.793839342422119,0.0011765935864285692,0.001628966682952375,0.00015091972332551562
2697,P53834,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005184035149894167,0.000314,0.6509666082465502,0.00047009101123809467,0.0005552702628730144,4.372791125595764e-05
2698,Q3E784,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001749567801798936,0.000282,5.204141141130979,0.001546346870380953,0.0019490829079999831,0.00017142038513973758
2699,P53932,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00034218663252335647,1.88e-05,17.20141662358279,0.00026323041926666645,0.00043530180589523864,5.0652174663541824e-05
2700,P53076,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,5.7871150590872944e-05,1.26e-05,3.592948459593091,5.0603241819047374e-05,6.480882802222219e-05,4.88077614693234e-06
2701,P10592,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.005025509711132268,0.00386,0.30194552101872213,0.004563620574730167,0.005199695451904771,0.00022057402865568836
2702,P10592,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.004209088591085725,0.00286,0.47170929758242136,0.003920139062285717,0.004450669318063499,0.000215303261743914
2703,P09435,100 nm,Negative,10 mM NaPi pH 7.4,0.0012254191401347774,0.000943,0.29949007437410113,0.000989358029304766,0.0013612284059523819,0.00011333731353037227
2704,P32324,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001694088321365087,0.00195,0.13123675827431436,0.00133518675704762,0.0019236079743809671,0.0003148247790137448
2705,P32471,10 nm,Positive,10 mM NaPi pH 7.4,0.003112323018235471,0.00159,0.9574358605254534,0.0017975944883809483,0.0033025482226666917,0.0004179100191348019
2706,P02994,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.002618164076135819,0.0021,0.24674479815991393,0.0019664346226984106,0.0028364220601587446,0.0002683219717059395
2707,P04147,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0016762759203386179,0.000975,0.7192573541934544,0.0011518101069523858,0.002057584516349192,0.0003283315286568491
2708,P05759,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0019358696924952903,0.00102,0.8979114632306766,0.0014808626942857193,0.002340915312380963,0.0002574198591973888
2709,P06168,10 nm,Negative,10 mM NaPi pH 7.4,0.0012548096684335285,0.00396,0.6831288716076949,0.0008417451833015868,0.0019365478914164643,0.0005026083525700871
2710,P39935,10 nm,Negative,10 mM NaPi pH 7.4,0.0002610320428046682,0.00028,0.06774270426904208,0.0001665138000000009,0.0003533451588761949,6.385449261129155e-05
2711,P04807,10 nm,Negative,10 mM NaPi pH 7.4,0.002416832377046302,0.00285,0.1519886396328765,0.002017644551619049,0.0028776357051428546,0.00031746379966250194
2712,P38879,10 nm,Negative,10 mM NaPi pH 7.4,0.00511610541278023,0.00745,0.313274441237553,0.004841701398222277,0.0054330643662857895,0.0002055793721064279
2713,P53622,10 nm,Negative,10 mM NaPi pH 7.4,0.00011374095787579345,2.11e-05,4.390566723971253,9.946791900952384e-05,0.00012829612764126935,1.1348223200083455e-05
2714,P16140,10 nm,Negative,10 mM NaPi pH 7.4,0.0015822390050156997,0.00167,0.052551494002575055,0.00149641411866668,0.0016339392480952473,3.317498963554677e-05
2715,P49089,10 nm,Negative,10 mM NaPi pH 7.4,0.0008269476636761846,0.000778,0.06291473480229379,0.0008186001597142791,0.0008328202877142815,5.94671158302838e-06
2716,P13188,100 nm,Negative,10 mM NaPi pH 7.4,0.0001431251241661373,0.000314,0.5441875026556137,7.504363055873002e-05,0.00018285609979365046,4.533341413680333e-05
2717,P19882,10 nm,Positive,10 mM NaPi pH 7.4,0.0009606645434984092,6.71e-05,13.316908248858557,0.0009092930551111055,0.0010340036080952366,5.065175359474957e-05
2718,P41277,10 nm,Positive,10 mM NaPi pH 7.4,0.002124634385257927,0.00169,0.25718010962007504,0.001727947701492061,0.0024288714864444216,0.00027296117062541544
2719,P17967,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0007703213826628195,0.00195,0.6049633935062464,0.00038654836707936345,0.0010088822062222266,0.00023902291821734344
2720,P07251,10 nm,Negative,10 mM NaPi pH 7.4,0.0002616706653850247,0.000327,0.19978389790512327,0.00022708440665079305,0.00031575725095238166,3.064133486848817e-05
2721,P38205,10 nm,Negative,10 mM NaPi pH 7.4,0.000157672233921543,0.000111,0.4204705758697568,0.00010677907556825428,0.00023684315438095275,4.0161282987034946e-05
2722,P25567,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00017341757548889,5.49e-05,2.1587900817648453,0.00016225849819047727,0.00019028478473015896,1.0134019328064507e-05
2723,P00830,100 nm,Negative,10 mM NaPi pH 7.4,0.0006842618977380984,0.000936,0.26895096395502305,0.00032430441831745937,0.0008391269420000065,0.00018634272260745777
2724,O14467,10 nm,Negative,10 mM NaPi pH 7.4,0.0015610140233170485,0.00261,0.4019103358938511,0.0011137787033333412,0.0025656687514285566,0.0003642099418347795
2725,O14467,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0010204156206627007,0.000874,0.16752359343558434,0.0008486396300000056,0.0013967266978095227,0.0001777599448234826
2726,P38708,10 nm,Negative,10 mM NaPi pH 7.4,0.0001420745785194813,0.000222,0.3600244210834176,0.0001282169730476199,0.0001553701210952393,8.550219406995928e-06
2727,P27476,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005946840283487877,0.000737,0.1931017254426219,0.0005074258394891722,0.0006173267493333234,4.0266294610465354e-05
2728,P38788,100 nm,Negative,10 mM NaPi pH 7.4,0.0002683958923665199,0.000309,0.131404879072751,0.00024733496742856883,0.00029272145693650477,1.6297368164563475e-05
2729,P00445,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.007870465886266944,0.0137,0.42551343895861726,0.005424181802857177,0.00942237433304755,0.0016453014137273697
2730,Q01560,10 nm,Positive,10 mM NaPi pH 7.4,0.0007606960418871222,0.000609,0.2490903807670316,0.0006164330291428553,0.0009364261547619027,0.00010862319576002938
2731,P05318,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.003360577541111137,0.00214,0.5703633369678209,0.00246676843428575,0.003918269859047656,0.000461932845718803
2732,P29453,10 nm,Negative,10 mM NaPi pH 7.4,0.0025072669455993425,0.00467,0.4631120030836525,0.0020049772813015973,0.0033428161114286035,0.00047378497377309177
2733,P34223,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0004008243525196015,0.000597,0.3286024245902822,0.00032953607215873137,0.000455127172952382,5.4076360853046136e-05
2734,P50094,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0009101315126941707,0.000897,0.014639367552029698,0.0007318576705714267,0.0010890291820952528,9.100481552897256e-05
2735,Q04500,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0004330143654285728,0.000245,0.7674055731778481,0.00030637974876190617,0.0005921198229523845,0.00010625548699498413
2736,P38845,10 nm,Positive,10 mM NaPi pH 7.4,0.0003820614552426325,0.000731,0.4773441104751949,0.00033896505209524076,0.0004839649494920641,4.874006025084247e-05
2737,P39958,100 nm,Negative,10 mM NaPi pH 7.4,0.00034457416086772235,0.000247,0.39503708853328895,0.0003092288499047597,0.0003681845766984108,3.1180526827909974e-05
2738,P38968,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,3.507752756829033e-05,2.23e-05,0.5729832990264724,2.3374461098701373e-05,4.210566687301635e-05,5.497031000325101e-06
2739,Q04947,10 nm,Positive,10 mM NaPi pH 7.4,0.0017115254444857054,0.000308,4.556900793784758,0.0012807946112698392,0.0027647921019047315,0.00040920926914928083
2740,P37292,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00024380289879285898,2.49e-05,8.791281076018434,0.0001647166324571446,0.0006022852923650829,0.00015673976589260273
2741,P39976,100 nm,Negative,10 mM NaPi pH 7.4,0.0003780536364781765,0.000174,1.1727220487251524,0.0003056629505238115,0.00042712933177778075,4.191140787108384e-05
2742,P36010,10 nm,Positive,10 mM NaPi pH 7.4,0.0009771653014285736,0.00146,0.3307086976516619,0.0007320968279047636,0.0013562734113333407,0.0002855360122248629
2743,P33401,100 nm,Negative,10 mM NaPi pH 7.4,0.0004796782565587319,0.000481,0.002747907362303653,0.00044938640053333303,0.0005299826014761914,2.3493814561929467e-05
2744,P49167,10 nm,Positive,10 mM NaPi pH 7.4,0.002583202833995483,0.00116,1.2268989948236924,0.002098715865142855,0.003082717960952405,0.00032170342043975545
2745,P04911,100 nm,Negative,10 mM NaPi pH 7.4,0.002837233551155836,0.000697,3.07063637181612,0.0024673133870000007,0.0033712120302857073,0.0003187749284817044
2746,Q12496,100 nm,Negative,10 mM NaPi pH 7.4,0.000124652562016771,2.09e-05,4.964237417070383,7.789933027619059e-05,0.000141319778044589,1.9305247047670782e-05
2747,P30902,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0006960949760496095,0.000689,0.010297497894933862,0.0006314782660000053,0.000783666657904768,4.6773845518824356e-05
2748,Q08412,10 nm,Negative,10 mM NaPi pH 7.4,0.0008846150993904138,0.00031,1.8535970948077862,0.0006546932802597486,0.0012238932236190425,0.00021193996186138282
2749,P48606,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0007015837780376994,0.000328,1.1389749330417662,0.00045200301196825487,0.0009361003612381012,0.00020549745186451373
2750,P00431,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002838539495401138,6.69e-05,3.2429588869972164,0.00019934628855988292,0.0004341348404920615,6.832754844768017e-05
2751,Q12460,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00015194428405290974,7.21e-05,1.1074103197352252,0.00010670851409523709,0.00020790467121904705,4.150840843669817e-05
2752,P02829,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0012410888295936522,0.00221,0.4384213440752705,0.001132918275714282,0.001339489776190479,7.410186484570432e-05
2753,P00899,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00031113588468180214,4.71e-05,5.6058574242420836,0.00022276124280952341,0.00043445504447619116,9.12482223439455e-05
2754,P0C2H8,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0048554493815555965,0.00455,0.06713173221002117,0.004636044965714342,0.005162091078095269,0.00017353510024601084
2755,P38911,10 nm,Positive,10 mM NaPi pH 7.4,0.0004727796859714305,0.000256,0.8467956483259004,0.00038047137742856985,0.0007343437506666747,0.00010320358880369915
2756,P34730,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0023010244279259165,0.00361,0.36259711137786244,0.0011030528140952534,0.002843665209714271,0.0006063466750781211
2757,P25349,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0008490520819047635,0.000535,0.5870132372051653,0.000803668971904764,0.0009040907562857153,4.298871878326362e-05
2758,P05373,10 nm,Negative,10 mM NaPi pH 7.4,0.007879841252970324,3.7e-05,211.96868251271144,0.0063674222353333285,0.010185471309365044,0.0010255545029035954
2759,P40202,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005873507275063507,0.000288,1.0394122482859398,0.0004586082537777784,0.0010492447202857158,0.00016882731176356278
2760,P41939,10 nm,Negative,10 mM NaPi pH 7.4,0.0002951915771547621,0.000185,0.5956301467824979,0.0002420749097619029,0.0003490246947301603,4.559091575409459e-05
2761,Q01519,100 nm,Negative,10 mM NaPi pH 7.4,0.0030978927901263082,0.00016,18.361829938289425,0.0020093237195238003,0.005153085351619063,0.0007647745255518522
2762,P06704,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0012058911422063456,0.00015,7.039274281375638,0.0009835328415238058,0.0022086994613650743,0.0004921016915102723
